id,speaker,start,end,duration,reference,hypothesis,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer,perfect,substitution_details,deletion_details,insertion_details,note,changed
462,00462 SP 2,24:51.7,24:53.4,1.78s,tiến hóa cái nền tảng của mình lên,tiến hóa cái nền tảng của mình lên,8,8,8,0,0,0,0,0.0,True,[],[],[],,False
463,00463 SP 2,24:54.1,24:56.4,2.30s,mình đáp ứng được những cái nhu cầu của xã hội mới,mình đáp ứng được những cái nhu cầu của xã hội mới,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
464,00464 SP 2,24:56.8,24:58.0,1.14s,và để làm cái điều đó,và để làm cái điều đó,6,6,6,0,0,0,0,0.0,True,[],[],[],,True
465,00465 SP 2,24:58.6,25:02.2,3.64s,mình sẽ phải unlearn có rất là nhiều người họ vẫn mắc kẹt lại trong cái suy nghĩ,mình phải unlearn có rất là nhiều người họ vẫn mắc kẹt lại trong cái suy nghĩ,18,17,17,0,1,0,1,0.05555555555555555,False,[],"[{""reference"": ""sẽ"", ""hypothesis"": """", ""reference_position"": [1, 2], ""hypothesis_position"": [1, 1], ""type"": ""deletion""}]",[],asr sai,True
466,00466 SP 2,25:02.6,25:02.9,0.32s,là,lẹ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""là"", ""hypothesis"": ""lẹ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
467,00467 SP 2,25:03.4,25:05.4,1.98s,hoa hậu thì phải thế này thế kia chứ,hoa hậu thì phải thế này thế kia chứ,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
468,00468 SP 2,25:05.8,25:08.1,2.23s,thì khi mà mình vẫn còn suy nghĩ về câu chuyện,thì khi mà mình vẫn còn suy nghĩ về câu chuyện,11,11,11,0,0,0,0,0.0,True,[],[],[],,False
469,00469 SP 2,25:08.6,25:10.0,1.36s,cái này thì phải thế này á,cái này thì phải thế này đó,7,7,6,1,0,0,1,0.14285714285714285,False,"[{""reference"": ""á"", ""hypothesis"": ""đó"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]",[],[],asr sai chữ cuối,True
470,00470 SP 2,25:11.0,25:15.1,4.10s,cái quan điểm đó là bản thân mình đã tìm cách mình fix lại mọi thứ trong một cái khuôn khổ,cái quan điểm đó là bản thân mình đã tìm cách mình fix lại mọi thứ trong một cái khuôn hộ,21,21,20,1,0,0,1,0.047619047619047616,False,"[{""reference"": ""khổ"", ""hypothesis"": ""hộ"", ""reference_position"": [20, 21], ""hypothesis_position"": [20, 21], ""type"": ""substitution""}]",[],[],,False
471,00471 SP 2,25:15.8,25:16.2,0.48s,nên là,nên là,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
472,00472 SP 2,25:17.0,25:19.6,2.60s,anh đây là một cái vấn đề nó hơi có tính,anh đây là một cái vấn đề nó hơi có tính,11,11,11,0,0,0,0,0.0,True,[],[],[],,False
473,00473 SP 2,25:19.9,25:22.5,2.56s,anh dùng từ là hơi triết học chút nghe nó hơi khó hiểu,anh dùng từ là hơi chí học một chút nghe nó hơi khó hiểu,13,14,12,1,0,1,2,0.15384615384615385,False,"[{""reference"": ""triết"", ""hypothesis"": ""chí"", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""một"", ""reference_position"": [7, 7], ""hypothesis_position"": [7, 8], ""type"": ""insertion""}]",,True
474,00474 SP 2,25:22.9,25:23.5,0.64s,nhưng mà,nhưng mà,2,2,2,0,0,0,0,0.0,True,[],[],[],qwen tinh chỉnh sai,True
475,00475 SP 2,25:24.3,25:25.4,1.18s,nhưng mà đôi khi anh nói là,nhưng mà đôi khi anh nói là,7,7,7,0,0,0,0,0.0,True,[],[],[],qwen tinh chỉnh sai,True
476,00476 SP 2,25:25.8,25:28.1,2.24s,mình dành cả đời để làm hai việc thôi,mình dành cả đời để làm hai việc thôi,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
477,00477 SP 2,25:28.4,25:28.9,0.44s,một á,màu bắc,2,2,0,2,0,0,2,1.0,False,"[{""reference"": ""một á"", ""hypothesis"": ""màu bắc"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],asr sai,True
478,00478 SP 2,25:29.3,25:32.5,3.20s,là mình đi tìm câu trả lời cho câu chuyện là cái này thì phải thế này,nên là mình đi tìm câu trả lời cho câu chuyện là cái này thì phải thế này,17,18,17,0,0,1,1,0.058823529411764705,False,[],[],"[{""reference"": """", ""hypothesis"": ""nên"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,False
479,00479 SP 2,25:33.3,25:36.0,2.72s,nhưng đồng thời mình cũng dành thời gian để đọc cái suy nghĩ đó ra,nhưng đồng thời mình cũng dành thời gian để đọc cái suy nghĩ đó ra,15,15,15,0,0,0,0,0.0,True,[],[],[],,False
480,00480 SP 2,25:36.5,25:38.4,1.86s,tại vì một là mình đi tìm câu trả lời,tại vì một là mình đi tìm câu trả lời,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
481,00481 SP 2,25:38.8,25:40.8,2.00s,nhưng sau khi mình có câu trả lời rồi thì mình phải,nhưng sau khi mình có câu trả lời rồi thì mình phải,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
482,00482 SP 2,25:41.4,25:47.2,5.79s,phá câu trả lời ra vì có thể câu trả lại tiếp tục không đúng nữa nếu mình cứ có một câu trả rồi mình mang câu trả đi cả đời,phá câu trả lời ra vì có thể câu giải lại tiếp tục không đúng nữa nếu mình cứ có một câu rồi mình mang câu đi cả đời,31,29,28,1,2,0,3,0.0967741935483871,False,"[{""reference"": ""trả"", ""hypothesis"": ""giải"", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]","[{""reference"": ""trả"", ""hypothesis"": """", ""reference_position"": [22, 23], ""hypothesis_position"": [22, 22], ""type"": ""deletion""}, {""reference"": ""trả"", ""hypothesis"": """", ""reference_position"": [27, 28], ""hypothesis_position"": [26, 26], ""type"": ""deletion""}]",[],,False
483,00483 SP 2,25:47.6,25:49.3,1.74s,thì có thể cơ thể nó sẽ là cái bẫy của chính mình,thì cơ thể nó sẽ là cái bẫy của chính mình,13,11,11,0,2,0,2,0.15384615384615385,False,[],"[{""reference"": ""có thể"", ""hypothesis"": """", ""reference_position"": [1, 3], ""hypothesis_position"": [1, 1], ""type"": ""deletion""}]",[],asr sai,True
484,00484 SP 2,25:50.3,25:52.8,2.46s,cho nên kể ngay cách anh làm cuộc thi sắc đẹp cũng vậy nữa,cho nên kể ngay trong cách anh làm cuộc thi sắc đẹp cũng vậy nữa,14,15,14,0,0,1,1,0.07142857142857142,False,[],[],"[{""reference"": """", ""hypothesis"": ""trong"", ""reference_position"": [4, 4], ""hypothesis_position"": [4, 5], ""type"": ""insertion""}]",,False
485,00485 SP 2,25:53.2,25:56.4,3.26s,khi mà anh thành công với cái cách làm này anh sẽ nghĩ tới cách làm khác,khi mà anh thành công với cái cách làm này anh sẽ nghĩ tới cách làm khác,17,17,17,0,0,0,0,0.0,True,[],[],[],,False
486,00486 SP 2,25:57.1,25:58.7,1.58s,với format này sẽ nghĩ về format khác,với phỏng mắt này anh sẽ nghĩ vào mắt khác,8,10,5,3,0,2,5,0.625,False,"[{""reference"": ""format"", ""hypothesis"": ""mắt"", ""reference_position"": [1, 2], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}, {""reference"": ""về format"", ""hypothesis"": ""vào mắt"", ""reference_position"": [5, 7], ""hypothesis_position"": [7, 9], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""phỏng"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""anh"", ""reference_position"": [3, 3], ""hypothesis_position"": [4, 5], ""type"": ""insertion""}]",asr sai,True
487,00487 SP 2,25:59.3,26:01.6,2.34s,bản thân anh sẽ rất là dị ứng nếu mà,bản thân anh sẽ rất là dị ứng nếu mà,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
488,00488 SP 2,26:02.1,26:07.4,5.38s,nhân viên hoặc là kể cả đôi khi anh làm việc với cả bod lãnh đạo mọi người trong tập đoàn,nhân viên hoặc là kể cả đôi khi anh làm việc với cả bod lãnh đạo mọi người trong tập đoàn,21,21,21,0,0,0,0,0.0,True,[],[],[],asr sai,True
489,00489 SP 2,26:07.8,26:12.7,4.88s,nếu mà mọi người đưa cho anh một cái đề bài áp đặt theo kiểu ô thì từ trước như như vậy mình làm vẫn tốt rồi thì bây giờ cứ thế làm đi,nếu mà mọi người đưa cho anh một cái đề bài áp đặt theo kiểu là ôi thì chứ như mình làm như vậy vẫn tốt rồi thì bây giờ cứ thế làm đi,34,34,28,4,2,2,8,0.23529411764705882,False,"[{""reference"": ""ô"", ""hypothesis"": ""ôi"", ""reference_position"": [15, 16], ""hypothesis_position"": [16, 17], ""type"": ""substitution""}, {""reference"": ""từ trước như"", ""hypothesis"": ""như mình làm"", ""reference_position"": [17, 20], ""hypothesis_position"": [19, 22], ""type"": ""substitution""}]","[{""reference"": ""mình làm"", ""hypothesis"": """", ""reference_position"": [22, 24], ""hypothesis_position"": [24, 24], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""là"", ""reference_position"": [15, 15], ""hypothesis_position"": [15, 16], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""chứ"", ""reference_position"": [17, 17], ""hypothesis_position"": [18, 19], ""type"": ""insertion""}]",asr sai,True
490,00490 SP 2,26:13.1,26:14.3,1.26s,thì anh sẽ rất là khó chịu,thì anh sẽ rất là khó chịu,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
491,00491 SP 2,26:15.2,26:20.2,5.00s,tại vì anh thấy là không có cái gì mà dễ chết hơn là cái câu chuyện cứ thế làm đi cứ vậy mà làm hết,tại vì anh thấy là không có cái gì mà dễ chết hơn là cái câu chuyện là cứ thế làm đi cứ vậy mà làm đó,26,27,25,1,0,1,2,0.07692307692307693,False,"[{""reference"": ""hết"", ""hypothesis"": ""đó"", ""reference_position"": [25, 26], ""hypothesis_position"": [26, 27], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""là"", ""reference_position"": [17, 17], ""hypothesis_position"": [17, 18], ""type"": ""insertion""}]",asr chữ cuối sai,True
492,00492 SP 2,26:20.8,26:21.1,0.32s,ừm,mình,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừm"", ""hypothesis"": ""mình"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
493,00493 SP 1,26:21.2,26:26.5,5.30s,trong những cái khái niệm mà gọi là những cái định hình về cuộc thi sắc đẹp nó có một cái,trong những cái khái niệm mà gọi là những cái nó định hình về cuộc thi sắp đẹp nó có một cái,21,22,20,1,0,1,2,0.09523809523809523,False,"[{""reference"": ""sắc"", ""hypothesis"": ""sắp"", ""reference_position"": [15, 16], ""hypothesis_position"": [16, 17], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""nó"", ""reference_position"": [10, 10], ""hypothesis_position"": [10, 11], ""type"": ""insertion""}]",,False
494,00494 SP 1,26:27.5,26:29.5,2.01s,câu chuyện nó diễn ra chắc phải đến,con chuyện nó diễn ra chắc phải đến,8,8,7,1,0,0,1,0.125,False,"[{""reference"": ""câu"", ""hypothesis"": ""con"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,True
495,00495 SP 1,26:30.0,26:31.8,1.72s,em nghĩ là phải gần một thế kỷ rồi,em nghĩ là phải gần một thế kỷ rồi,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
496,00496 SP 2,26:31.8,26:32.3,0.44s,ờ,ờ,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
497,00497 SP 1,26:32.4,26:33.2,0.80s,nó ư,nói đúng,2,2,0,2,0,0,2,1.0,False,"[{""reference"": ""nó ư"", ""hypothesis"": ""nói đúng"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],,False
498,00498 SP 1,26:33.8,26:35.7,1.92s,chính là cái sự phản đối của những cuộc thi,chính là cái sự phản đối của những cuộc thi,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
499,00499 SP 1,26:36.4,26:37.8,1.46s,nó chính là sự phản đối của những khán giả,nó chính là sự phản đối của những khán giả,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
500,00500 SP 1,26:38.3,26:40.0,1.76s,theo nữ quyền đánh giá cuộc thi hoa hậu,theo nữ quyền đánh trá cuộc thi hoa hậu,9,9,8,1,0,0,1,0.1111111111111111,False,"[{""reference"": ""giá"", ""hypothesis"": ""trá"", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}]",[],[],qwen tinh chỉnh sai,True
501,00501 SP 2,26:40.3,26:40.7,0.40s,ừ,thì là,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""là"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thì"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
502,00502 SP 1,26:41.1,26:52.0,10.94s,nó là họ cho rằng phụ nữ không nên và cũng không phải là những cái điều để mà bước trên sân khấu để cho người này đánh giá người kia xếp hạng rồi họ cho ràng là phụ nữ không phải để mua vui như vậy,nó là họ cho rằng là phụ nữ không nên và cũng không phải là những cái điều để mà bước trên sân khấu để cho người này đánh giá người kia xếp hạng rồi họ cho ràng là phủ nữ không phải để mua vui như vậy,47,48,46,1,0,1,2,0.0425531914893617,False,"[{""reference"": ""phụ"", ""hypothesis"": ""phủ"", ""reference_position"": [38, 39], ""hypothesis_position"": [39, 40], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""là"", ""reference_position"": [5, 5], ""hypothesis_position"": [5, 6], ""type"": ""insertion""}]",qwen tinh chỉnh lỗi dịch sang tiếng anh chữ đầu tiên,True
503,00503 SP 2,26:49.3,26:49.8,0.46s,ừm,đúng rồi,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừm"", ""hypothesis"": ""rồi"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""đúng"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",tiếng separation chưa rõ lắm,True
504,00504 SP 2,26:52.1,26:52.5,0.42s,ừ,thì,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""thì"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,True
505,00505 SP 1,26:53.3,26:54.8,1.56s,tất nhiên em thì không phải người theo quan điểm đấy,tất nhiên em thì không phải người theo quan niệm đấy,11,11,10,1,0,0,1,0.09090909090909091,False,"[{""reference"": ""điểm"", ""hypothesis"": ""niệm"", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]",[],[],,False
506,00506 SP 1,26:55.2,26:56.2,0.92s,em là người kiểu,em là người kiểu,4,4,4,0,0,0,0,0.0,True,[],[],[],,False
507,00507 SP 1,26:56.6,26:58.1,1.48s,cái sự đẹp nó đều có sự trả giá như,cái sự đẹp nó đều có sự trả giá như,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
508,00508 SP 1,26:58.8,27:02.4,3.62s,đây là mình đẹp mình được quyet khoe đó là ý kiến của em và đẹp mà có ích,nên là mình đẹp mình được quyền khoe đó là ý kiến của em và đẹp mà có ích,19,19,17,2,0,0,2,0.10526315789473684,False,"[{""reference"": ""đây"", ""hypothesis"": ""nên"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}, {""reference"": ""quyet"", ""hypothesis"": ""quyền"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]",[],[],,False
509,00509 SP 1,27:02.8,27:03.7,0.90s,thì nó lại càng tốt,thì nó lại càng tốt,5,5,5,0,0,0,0,0.0,True,[],[],[],,False
510,00510 SP 2,27:03.8,27:04.3,0.46s,yeah,nghĩa là,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""là"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""nghĩa"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
511,00511 SP 1,27:04.5,27:10.8,6.30s,nhưng thật sự là cái luồng suy nghĩ như em vừa đề cập nó tồn tại đến gần một thế kỷ rồi và nó đến giờ nó vẫn vậy không thay đổi được,nhưng thật sự là cái luồng suy nghĩ như em vừa đề cập nó tồn tại đến gần một thế kỷ rồi và nó đến giờ nó vẫn vậy không thay đổi được,33,33,33,0,0,0,0,0.0,True,[],[],[],,False
512,00512 SP 1,27:11.2,27:13.9,2.76s,và nó là một trong những điều cần ụnlearn khi mà mình,và nó là một trong những điều cần ăn lên khi mà mình,12,13,11,1,0,1,2,0.16666666666666666,False,"[{""reference"": ""ụnlearn"", ""hypothesis"": ""lên"", ""reference_position"": [8, 9], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""ăn"", ""reference_position"": [8, 8], ""hypothesis_position"": [8, 9], ""type"": ""insertion""}]","asr sai với chữ tiếng anh, qwen bị halu sang tiéng anh, qwen tinh chỉnh bị halu khi gặp tiếng anh",True
513,00513 SP 1,27:14.4,27:15.7,1.30s,tham gia vào cái cuộc chơi sắc đẹp này,tham gia vào cái cuộc chơi sắc đẹp này,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
514,00514 SP 2,27:15.8,27:16.2,0.46s,ừ,ừ,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
515,00515 SP 1,27:16.4,27:17.6,1.18s,anh đã bao giờ phải đối diện,anh đã bao giờ phải đối diện,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
516,00516 SP 1,27:18.0,27:22.2,4.19s,tức là xa quá mình không tính vòng quanh cái circle của anh thôi anh bao giờ phải đối diện những điều đấy chưa,tức là xa quá thì mình không tính vòng quanh cái circle của anh thôi anh bao giờ phải đối diện những điều đấy chưa,24,25,24,0,0,1,1,0.041666666666666664,False,[],[],"[{""reference"": """", ""hypothesis"": ""thì"", ""reference_position"": [4, 4], ""hypothesis_position"": [4, 5], ""type"": ""insertion""}]","asr sai, qwen tinh chỉnh chọn sai",True
517,00517 SP 2,27:23.4,27:24.4,1.00s,ờ anh cũng có,ờ anh cũng có,4,4,4,0,0,0,0,0.0,True,[],[],[],,False
518,00518 SP 2,27:24.9,27:29.4,4.52s,kể kể cả trong đôi khi có những người bạn cũng thân hoặc là những cái người mà ngày xưa,kể cả trong đôi khi có những người bạn cũng thân hoặc là những cái người mà ngày xưa,20,19,19,0,1,0,1,0.05,False,[],"[{""reference"": ""kể"", ""hypothesis"": """", ""reference_position"": [1, 2], ""hypothesis_position"": [1, 1], ""type"": ""deletion""}]",[],,False
519,00519 SP 2,27:29.8,27:32.0,2.18s,có thể là học cùng một cái môi trường nó hơi,có thể là học cùng một cái môi trường nó hơi,11,11,11,0,0,0,0,0.0,True,[],[],[],,False
520,00520 SP 2,27:32.4,27:38.9,6.50s,dùm từ là academic mọi người sẽ thắc mắc là sao anh lại làm một cái công việc về giải trí nó không phù hợp với lại cái lĩnh vực và định hướng của anh,dùm từ là academic đó mọi người sẽ thắc mắc là sao anh lại làm một cái công việc về giải trí nó không phù hợp với lĩnh vực và định ước của anh,35,34,32,1,2,1,4,0.11428571428571428,False,"[{""reference"": ""hướng"", ""hypothesis"": ""ước"", ""reference_position"": [32, 33], ""hypothesis_position"": [31, 32], ""type"": ""substitution""}]","[{""reference"": ""lại cái"", ""hypothesis"": """", ""reference_position"": [26, 28], ""hypothesis_position"": [27, 27], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""đó"", ""reference_position"": [4, 4], ""hypothesis_position"": [4, 5], ""type"": ""insertion""}]",,False
521,00521 SP 2,27:39.3,27:43.0,3.64s,ngày xưa khi đi học anh cũng là một người rất thích nghiên cứu học thuật,ngày xưa khi em đi học em cũng là một người rất thích nghiên cứu học thuật,16,17,15,1,0,1,2,0.125,False,"[{""reference"": ""anh"", ""hypothesis"": ""em"", ""reference_position"": [5, 6], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""em"", ""reference_position"": [3, 3], ""hypothesis_position"": [3, 4], ""type"": ""insertion""}]",,False
522,00522 SP 2,27:44.8,27:45.5,0.70s,anh thì,anh thì,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
523,00523 SP 2,27:45.8,27:48.7,2.86s,anh nghĩ là như này tức là giống như hồi nãy trong cái quan điểm của em đi,anh nghĩ là như này tức là giống như hồi nãy trong cái quan điểm của em đi,18,18,18,0,0,0,0,0.0,True,[],[],[],,False
524,00524 SP 2,27:49.2,27:51.7,2.50s,anh cũng từng suy nghĩ tại sao mọi người có cái suy nghi đó,anh cũng từng suy nghĩ tại sao mọi người có cái suy,14,12,12,0,2,0,2,0.14285714285714285,False,[],"[{""reference"": ""nghi đó"", ""hypothesis"": """", ""reference_position"": [12, 14], ""hypothesis_position"": [12, 12], ""type"": ""deletion""}]",[],,False
525,00525 SP 2,27:52.6,27:55.9,3.25s,khi mà anh thấy một cái suy nghĩ trái ngược với mình anh sẽ nghĩ vậy tức là sao người ta nghĩ,khi mà anh thấy một cái suy nghĩ trái ngược với mình anh sẽ nghĩ vậy tức là sao người ta nghĩ,22,22,22,0,0,0,0,0.0,True,[],[],[],,False
526,00526 SP 2,27:56.2,27:57.3,1.04s,khi góc độ đó tại vì,khi góc độ đó thì,6,5,4,1,1,0,2,0.3333333333333333,False,"[{""reference"": ""tại"", ""hypothesis"": ""thì"", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}]","[{""reference"": ""vì"", ""hypothesis"": """", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 5], ""type"": ""deletion""}]",[],,False
527,00527 SP 2,27:57.6,27:58.4,0.78s,thực ra,thật ra,2,2,1,1,0,0,1,0.5,False,"[{""reference"": ""thực"", ""hypothesis"": ""thật"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,False
528,00528 SP 2,27:59.5,28:01.9,2.45s,khi mà mình chọn bước đặt mình vào trong một cái cuộc thi á,khi mà mình chọn bước đặt mình vào trong một cái cuộc thi á,14,14,14,0,0,0,0,0.0,True,[],[],[],,False
529,00529 SP 2,28:02.5,28:04.1,1.62s,thì cuộc thi là nó cũng có tiêu chí,thì cuộc thi này nó cũng có tiêu chí,9,9,8,1,0,0,1,0.1111111111111111,False,"[{""reference"": ""là"", ""hypothesis"": ""này"", ""reference_position"": [3, 4], ""hypothesis_position"": [3, 4], ""type"": ""substitution""}]",[],[],,False
530,00530 SP 2,28:04.5,28:06.6,2.06s,và khi mình là cuộc thi thì mình phải chấp nhận,rồi khi mình lại cuộc thi thì mình phải chấp nhận,11,11,9,2,0,0,2,0.18181818181818182,False,"[{""reference"": ""và"", ""hypothesis"": ""rồi"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}, {""reference"": ""là"", ""hypothesis"": ""lại"", ""reference_position"": [3, 4], ""hypothesis_position"": [3, 4], ""type"": ""substitution""}]",[],[],,False
531,00531 SP 2,28:07.0,28:07.7,0.66s,bị đánh giá,bị đánh giá,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
532,00532 SP 2,28:08.1,28:09.3,1.26s,em thi ielts cũng vậy mà,em thấy ielts cũng vậy mà,6,6,5,1,0,0,1,0.16666666666666666,False,"[{""reference"": ""thi"", ""hypothesis"": ""thấy"", ""reference_position"": [1, 2], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],[],"asr sai, qwen tinh chỉnh bị lặp",True
533,00533 SP 2,28:10.0,28:13.1,3.14s,còn nếu bây giờ chẳng lẽ em lại phản đối cuộc thi ielts bởi vì,còn nếu mà bây giờ chẳng lẽ em lại phản đối cuộc thi by hells bởi vì,15,17,14,1,0,2,3,0.2,False,"[{""reference"": ""ielts"", ""hypothesis"": ""hells"", ""reference_position"": [12, 13], ""hypothesis_position"": [14, 15], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""mà"", ""reference_position"": [2, 2], ""hypothesis_position"": [2, 3], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""by"", ""reference_position"": [12, 12], ""hypothesis_position"": [13, 14], ""type"": ""insertion""}]",,True
534,00534 SP 2,28:13.5,28:18.4,4.86s,sao bản thân tôi lại phải ngồi nghe những người bản xứ đánh giá về khả năng nói,,18,0,0,0,18,0,18,1.0,False,[],"[{""reference"": ""sao bản thân tôi lại phải ngồi nghe những người bản xứ đánh giá về khả năng nói"", ""hypothesis"": """", ""reference_position"": [0, 18], ""hypothesis_position"": [0, 0], ""type"": ""deletion""}]",[],,True
535,00535 SP 2,28:18.8,28:20.0,1.24s,khả năng của mình nói tiếng của họ,khả năng của mình nói tiếng của họ,8,8,8,0,0,0,0,0.0,True,[],[],[],,False
536,00536 SP 2,28:20.5,28:21.5,1.08s,nếu mình suy nghĩ như vậy,nếu mà mình suy nghĩ như vậy,6,7,6,0,0,1,1,0.16666666666666666,False,[],[],"[{""reference"": """", ""hypothesis"": ""mà"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",,False
537,00537 SP 2,28:22.0,28:24.6,2.59s,thì chỉ có hold mình back thôi thì chỉ có giữ mình lại thôi đúng không,thì chỉ có hold mình back thôi chỉ giữ mình lại thôi đúng không,16,14,14,0,2,0,2,0.125,False,[],"[{""reference"": ""thì"", ""hypothesis"": """", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 7], ""type"": ""deletion""}, {""reference"": ""có"", ""hypothesis"": """", ""reference_position"": [9, 10], ""hypothesis_position"": [8, 8], ""type"": ""deletion""}]",[],"asr sai, qwen tinh chỉnh chọn sai",True
538,00538 SP 2,28:25.2,28:25.9,0.72s,giống như bây giờ,rồi ông như vậy hả,4,5,1,3,0,1,4,1.0,False,"[{""reference"": ""giống"", ""hypothesis"": ""ông"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}, {""reference"": ""bây giờ"", ""hypothesis"": ""vậy hả"", ""reference_position"": [2, 4], ""hypothesis_position"": [3, 5], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""rồi"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",asr sai,True
539,00539 SP 2,28:26.5,28:29.1,2.51s,phụ nữ đi thi sắc đẹp nam giới đi thi sắc đẹp,phụ nữ đi thi sắc đẹp nam giới đi thi,12,10,10,0,2,0,2,0.16666666666666666,False,[],"[{""reference"": ""sắc đẹp"", ""hypothesis"": """", ""reference_position"": [10, 12], ""hypothesis_position"": [10, 10], ""type"": ""deletion""}]",[],asr sai,True
540,00540 SP 2,28:29.4,28:30.5,1.10s,mình đi thi cuộc thi ca hát,mình đi thi cuộc thi ca hát,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
