id,reference,base_hypothesis,final_hypothesis,base_wer,final_wer,wer_improvement,status,transition,base_errors,final_errors
508,đây là mình đẹp mình được quyet khoe đó là ý kiến của em và đẹp mà có ích,nên là mình đẹp mình được quyền khoe đó là ý kiến của em và đẹp mà có ích,đây là mình đẹp mình được quyet khoe đó là ý kiến của em và đẹp mà có ích,0.10526315789473684,0.0,0.10526315789473684,improved,wrong_to_correct,2,0
509,thì nó lại càng tốt,thì nó lại càng tốt,thì nó lại càng tốt,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
510,yeah,nghĩa là,nghĩa là nhưng in là,2.0,5.0,-3.0,worsened,wrong_to_wrong,2,5
511,nhưng thật sự là cái luồng suy nghĩ như em vừa đề cập nó tồn tại đến gần một thế kỷ rồi và nó đến giờ nó vẫn vậy không thay đổi được,nhưng thật sự là cái luồng suy nghĩ như em vừa đề cập nó tồn tại đến gần một thế kỷ rồi và nó đến giờ nó vẫn vậy không thay đổi được,nhưng thật sự là cái luồng suy nghĩ như em vừa đề cập nó tồn tại đến gần một thế kỷ rồi và nó đến giờ nó vẫn vậy không thay đổi được,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
512,và nó là một trong những điều cần ụnlearn khi mà mình,và nó là một trong những điều cần ăn lên khi mà mình,and it s one of those things that we need to eat more when we re,0.16666666666666666,1.3333333333333333,-1.1666666666666665,worsened,wrong_to_wrong,2,16
513,tham gia vào cái cuộc chơi sắc đẹp này,tham gia vào cái cuộc chơi sắc đẹp này,tham gia vào cái cuộc chơi sắc đẹp này,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
514,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
515,anh đã bao giờ phải đối diện,anh đã bao giờ phải đối diện,anh đã bao giờ phải đối diện,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
516,tức là xa quá mình không tính vòng quanh cái circle của anh thôi anh bao giờ phải đối diện những điều đấy chưa,tức là xa quá thì mình không tính vòng quanh cái circle của anh thôi anh bao giờ phải đối diện những điều đấy chưa,tức là xa quá mình không tính vòng quanh cái sơ cung của anh thôi anh bao giờ phải đối diện những điều đấy chưa,0.041666666666666664,0.08333333333333333,-0.041666666666666664,worsened,wrong_to_wrong,1,2
517,ờ anh cũng có,ờ anh cũng có,ờ anh cũng có,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
518,kể kể cả trong đôi khi có những người bạn cũng thân hoặc là những cái người mà ngày xưa,kể cả trong đôi khi có những người bạn cũng thân hoặc là những cái người mà ngày xưa,kể kể cả trong đôi khi có những người bạn cũng thân hoặc là những cái người mà ngày xưa,0.05,0.0,0.05,improved,wrong_to_correct,1,0
519,có thể là học cùng một cái môi trường nó hơi,có thể là học cùng một cái môi trường nó hơi,có thể là học cùng một cái môi trường nó hơi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
520,dùm từ là academic mọi người sẽ thắc mắc là sao anh lại làm một cái công việc về giải trí nó không phù hợp với lại cái lĩnh vực và định hướng của anh,dùm từ là academic đó mọi người sẽ thắc mắc là sao anh lại làm một cái công việc về giải trí nó không phù hợp với lĩnh vực và định ước của anh,dùm từ là academic mọi người sẽ thắc mắc là sao anh lại làm một cái công việc về giải trí nó không phù hợp với lại cái lĩnh vực và định hướng của anh,0.11428571428571428,0.0,0.11428571428571428,improved,wrong_to_correct,4,0
521,ngày xưa khi đi học anh cũng là một người rất thích nghiên cứu học thuật,ngày xưa khi em đi học em cũng là một người rất thích nghiên cứu học thuật,ngày xưa khi đi học anh cũng là một người rất thích nghiên cứu học thuật,0.125,0.0,0.125,improved,wrong_to_correct,2,0
522,anh thì,anh thì,anh thì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
523,anh nghĩ là như này tức là giống như hồi nãy trong cái quan điểm của em đi,anh nghĩ là như này tức là giống như hồi nãy trong cái quan điểm của em đi,anh nghĩ là như này tức là giống như hồi nãy trong cái quan điểm của em đi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
524,anh cũng từng suy nghĩ tại sao mọi người có cái suy nghi đó,anh cũng từng suy nghĩ tại sao mọi người có cái suy,anh cũng từng suy nghĩ tại sao mọi người có cái suy nghi đó,0.14285714285714285,0.0,0.14285714285714285,improved,wrong_to_correct,2,0
525,khi mà anh thấy một cái suy nghĩ trái ngược với mình anh sẽ nghĩ vậy tức là sao người ta nghĩ,khi mà anh thấy một cái suy nghĩ trái ngược với mình anh sẽ nghĩ vậy tức là sao người ta nghĩ,khi mà anh thấy một cái suy nghĩ trái ngược với mình anh sẽ nghĩ vậy tức là sao người ta nghĩ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
526,khi góc độ đó tại vì,khi góc độ đó thì,khi góc độ đó tại vì,0.3333333333333333,0.0,0.3333333333333333,improved,wrong_to_correct,2,0
527,thực ra,thật ra,thực ra,0.5,0.0,0.5,improved,wrong_to_correct,1,0
528,khi mà mình chọn bước đặt mình vào trong một cái cuộc thi á,khi mà mình chọn bước đặt mình vào trong một cái cuộc thi á,khi mà mình chọn bước đặt mình vào trong một cái cuộc thi á,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
529,thì cuộc thi là nó cũng có tiêu chí,thì cuộc thi này nó cũng có tiêu chí,thì cuộc thi là nó cũng có tiêu chí,0.1111111111111111,0.0,0.1111111111111111,improved,wrong_to_correct,1,0
530,và khi mình là cuộc thi thì mình phải chấp nhận,rồi khi mình lại cuộc thi thì mình phải chấp nhận,và khi mình là cuộc thi thì mình phải chấp nhận,0.18181818181818182,0.0,0.18181818181818182,improved,wrong_to_correct,2,0
531,bị đánh giá,bị đánh giá,bị đánh giá,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
532,em thi ielts cũng vậy mà,em thấy ielts cũng vậy mà,em thấy ielts cũng vậy mà em thi ielts cũng vậy mà,0.16666666666666666,1.0,-0.8333333333333334,worsened,wrong_to_wrong,1,6
533,còn nếu bây giờ chẳng lẽ em lại phản đối cuộc thi ielts bởi vì,còn nếu mà bây giờ chẳng lẽ em lại phản đối cuộc thi by hells bởi vì,còn nếu bây giờ chẳng lẽ em lại phản đối cuộc thi bayern bởi vì,0.2,0.06666666666666667,0.13333333333333336,improved,wrong_to_wrong,3,1
534,sao bản thân tôi lại phải ngồi nghe những người bản xứ đánh giá về khả năng nói,,sao bản thân tôi lại phải ngồi nghe những người bạn xứ đánh giá về khả năng nói,1.0,0.05555555555555555,0.9444444444444444,improved,wrong_to_wrong,18,1
535,khả năng của mình nói tiếng của họ,khả năng của mình nói tiếng của họ,khả năng của mình nói tiếng của họ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
536,nếu mình suy nghĩ như vậy,nếu mà mình suy nghĩ như vậy,nếu mình suy nghĩ như vậy,0.16666666666666666,0.0,0.16666666666666666,improved,wrong_to_correct,1,0
537,thì chỉ có hold mình back thôi thì chỉ có giữ mình lại thôi đúng không,thì chỉ có hold mình back thôi chỉ giữ mình lại thôi đúng không,thì chỉ có giữ mình lại thôi đúng không,0.125,0.4375,-0.3125,worsened,wrong_to_wrong,2,7
538,giống như bây giờ,rồi ông như vậy hả,rồi ông như vậy hả giống như bây giờ,1.0,1.25,-0.25,worsened,wrong_to_wrong,4,5
539,phụ nữ đi thi sắc đẹp nam giới đi thi sắc đẹp,phụ nữ đi thi sắc đẹp nam giới đi thi,phụ nữ đi thi sắc đẹp nam giới cũng đi thi,0.16666666666666666,0.25,-0.08333333333333334,worsened,wrong_to_wrong,2,3
540,mình đi thi cuộc thi ca hát,mình đi thi cuộc thi ca hát,mình đi thi cuộc thi ca hát,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
541,xong người lại có người phản đối là,xong rồi lại có người phản đối là,sau người lại có người phản đối là,0.125,0.125,0.0,unchanged,wrong_to_wrong,1,1
542,tại sao giọng hát lẻ ra là thứ,tại sao giọng hát lẽ ra là thứ,tại sao giọng hát lẻ ra là thứ,0.125,0.0,0.125,improved,wrong_to_correct,1,0
543,làm niềm vui lại mang lên sân khấu cho người ta đánh giá xếp hạng nếu nghĩ như vậy để được cái gì,làm niềm vui lại mang lên sân khấu cho người ta đánh giá xếp hạng nếu nghĩ như vậy để được cái gì,làm niềm vui lại mang lên sân khấu cho người ta đánh giá xếp hạng nếu nghĩ như vậy để được cái gì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
544,đúng không,đúng không,được phẫu,0.0,1.0,-1.0,worsened,correct_to_wrong,0,2
545,thì anh nghĩ là,thì anh nghĩ là,thì anh nghĩ là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
546,luôn luôn sẽ có tồn tại những cái suy nghĩ đó,luôn luôn sẽ có tồn tại những suy nghĩ đó,luôn luôn sẽ có tồn tại những cái suy nghĩ đó,0.09090909090909091,0.0,0.09090909090909091,improved,wrong_to_correct,1,0
547,buộc lòng nó sẽ,buộc lòng nó sẽ,buộc lòng nó sẽ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
548,ờ không tránh khỏi được nhưng cái thứ hai là bản thân những cuộc thi á,không tránh khỏi được nhưng cái thứ hai là bản thân những cuộc thi á,không tránh khỏi được nhưng cái thứ hai là bản thân những cuộc thi á,0.0625,0.0625,0.0,unchanged,wrong_to_wrong,1,1
549,không vì như vậy mà họ không ngừng thay đổi bản thân mình chẳng hạn anh nói là đúng cái sự tồn tại của các phong trào các vận động xã hội về nữ quyền họ có và họ có những ý đúng,không vì như vậy mà họ không ngừng thay đổi bản thân mình chẳng hạn anh nói là đúng cái sự tồn tại của các phong trào các vận động xã hội về nữ quyền họ có và họ có những ý đúng,không vì như vậy mà họ không ngừng thay đổi bản thân mình chẳng hạn anh nói là đúng cái sự tồn tại của các phong trào các vận động xã hội về nữ quyền họ có và họ có những ý đúng,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
550,chỉ là có những người đẩy nó lên quá xa,chỉ là có những người đẩy nó lên quá xa,chỉ là có những người đẩy nó lên quá xa,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
551,nhưng anh tin là có những lý đúng và những lý đúng đó đã được những cuộc thi sắc đẹp hiện đại họ tiếp cận và họ,nhưng anh tin là có những ý đúng và những ý đó đã được nhiều cuộc thi sắp đến hiện tại họ tiếp cựu,nhưng anh tin là có những lý đúng và những lý đúng đó đã được những cuộc thi sắc đẹp hiện đại họ tiếp cận và họ,0.37037037037037035,0.0,0.37037037037037035,improved,wrong_to_correct,10,0
552,họ họ chắt lọc lại họ đưa vào trong nội dung cuộc thi của mình nếu họ coi đó là một cái phù hợp với vận động xã hội,họ chắc lọc lại họ đưa vào trong nội dung cuộc thi của mình nếu họ coi đó là một cái phù hợp với vận động xã hội,họ họ chắt lọc lại họ đưa vào trong nội dung cuộc thi của mình nếu họ coi đó là một cái phù hợp với vận động xã hội,0.06896551724137931,0.0,0.06896551724137931,improved,wrong_to_correct,2,0
553,ví dụ cái câu chuyện về,ví dụ cái câu chuyện về,ví dụ cái câu chuyện về,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
554,ờ vẽ đẹp đa dạng hơn chẳng hạn giống như ngày xưa mình biết những cuộc thi sắc đẹp từ cái thời điểm nó ra đời là một ngàn khoảng năm một ngàn chín trăm,vẽ đẹp đa dạng hơn chẳng hạn giống như ngày xưa mình biết những cuộc thi sắt đẹt từ cái thời điểm đó ra đời là khoảng năm 1980,vẽ đẹp đa dạng hơn chẳng hạn giống như ngày xưa mình biết những cuộc thi sắc đẹp từ cái thời điểm nó ra đời là một nghìn khoảng năm nghìn chín trăm,0.2857142857142857,0.11428571428571428,0.17142857142857143,improved,wrong_to_wrong,10,4
555,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
556,hai mươi mấy hai mấy,hai mươi mấy hai mười sắp mới,hai mươi mấy hai miếng bánh hạt hai mệnh dặm,0.6,1.2,-0.6,worsened,wrong_to_wrong,3,6
557,năm mươi,50,năm mươi,1.0,0.0,1.0,improved,wrong_to_correct,2,0
558,anh nhớ là,anh nhớ là,anh nhớ là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
559,có hoa hậu pháp là hơn trăm năm rồi,có hoa hậu pháp là hơn trăm năm rồi,có hoa hậu pháp là hơn trăm năm rồi,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
560,ừ nhưng anh nói như miss những cái cuộc thi lâu đời nhất như miss world miss universe thì khoảng chín năm mươi chín chín trăm năm mốt gì đó không nhớ lắm khoảng bảy mươi bảy mấy năm tại anh nghĩ các cuộc thi đều kỷ niệm,ừ nhưng anh nói những cái cuộc thi lâu đời những cái miss world miss universe thì khoảng 1950 1951 vậy anh không nhớ lắm khoảng 70 mấy năm tại anh biết các cuộc thi đều kỷ niệm,ừ nhưng anh nói như miss những cái cuộc thi lâu đời nhất như miss world miss universe thì khoảng chín năm mươi chín chín trăm năm mốt gì đó không nhớ lắm khoảng bảy mươi bảy mấy năm tại anh nghĩ tết cuộc thi đều kỷ niệm,0.375,0.020833333333333332,0.3541666666666667,improved,wrong_to_wrong,18,1
561,đúng rồi đúng rồi,đúng rồi đúng rồi,đúng rồi,0.0,0.5,-0.5,worsened,correct_to_wrong,0,2
562,bảy mươi bảy mấy năm á,70 mấy năm á,bảy mươi bảy mấy năm á,0.5,0.0,0.5,improved,wrong_to_correct,3,0
563,thì thời điểm đó là chắc mới xong thế chiến thứ hai,thì thời điểm đó là chắc mới xong thế chiến thứ hai,thì thời điểm đó là chắc mới xong thế chiến thứ hai,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
564,thế giới vẫn còn rất là phân cực,thế giới vẫn còn rất là phân cực,thế giới vẫn còn rất là phân cực,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
565,và những cái cuộc thi này thời điểm đó nó vẫn còn thiên về cho phụ nữ da trắng,và những cái cuộc thi này thời điểm đó vẫn còn thiêng về cho phụ nữ da trắng,và những cái cuộc thi này thời điểm đó nó vẫn còn thiên về cho phụ nữ da trắng,0.10526315789473684,0.0,0.10526315789473684,improved,wrong_to_correct,2,0
566,sau đó mới đến,sau đó mới đến,sau đó mới đến,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
567,mới bắt đầu xuất hiện thêm nhiều phụ nữ châu á và phụ nữ da màu,mới bắt đầu xuất hiện thêm nhiều phụ nữ châu á phụ nữ da màu,mới bắt đầu xuất hiện thêm nhiều phụ nữ châu á và phụ nữ da màu,0.0625,0.0,0.0625,improved,wrong_to_correct,1,0
568,rồi mới có những người phụ nữ da màu đầu tiên đăng quang sau đó là người da trắng và châu á cũng đăng quang xong lại đến,rồi mới có những người phụ nữ da màu đầu tiên năng quan da trắng đầu ti châu á đầu ti năng quang xong lại đến,rồi mới có những người phụ nữ da màu đầu tiên đăng quang sau đó là người da trắng và châu á cũng đăng quang xong lại đến,0.39285714285714285,0.0,0.39285714285714285,improved,wrong_to_correct,11,0
569,gần đây thì mình sẽ thấy những cái câu chuyện về hình thể rồi,gần đây thì mình sẽ thấy những cái câu chuyện về hình nể rồi,gần đây thì mình sẽ thấy những cái câu chuyện về hình lẻ rồi,0.07142857142857142,0.07142857142857142,0.0,unchanged,wrong_to_wrong,1,1
570,ờm,em,em,1.0,1.0,0.0,unchanged,wrong_to_wrong,1,1
571,lgbt hoặc là,lgbti,lgbt hoặc là,1.0,0.0,1.0,improved,wrong_to_correct,3,0
572,kể cả như mấy silver họ còn nới rộng cái tiêu chí về độ tuổi nữa để thể hiện cái tính inclusion tính,kể cả như mấy silver sao còn nới động cái tiêu chí về độ tuổi nữa để thể hiện cái tính inclusion tính,kể cả như mấy silver họ còn nới rộng cái tiêu chí về độ tuổi nữa để thể hiện cái tính inclusion tính,0.08695652173913043,0.0,0.08695652173913043,improved,wrong_to_correct,2,0
573,tính tính bao gồm tính đa dạng của họ hơn đó là một cái vận động mà họ lựa chọn dĩ nhiên,bao gồm tính đa dạng của họ hơn đó là một cái vận động mà họ lựa chọn,bạn bao gồm tính đa dạng của họ hơn đó là một cái vận động mà họ lựa chọn dĩ nhiên,0.18181818181818182,0.09090909090909091,0.09090909090909091,improved,wrong_to_wrong,4,2
574,mình cũng anh cũng khoan hãy nói vội là câu chuyện nó đúng hay sai nhưng ít nhất là những cái platform mà cấp tiến nhất và tồn tại được là những platforms họ không ngừng thay đổi bản thân mình,anh cũng khoan lại nói vội là câu chuyện đó đúng hay sai nhưng ít nhất là những cái platform mà cấp tiến nhất và tồn tại được là những platform họ không ngừng thay đổi bản thân mình,mình cũng anh cũng khoan hãy nói vội là câu chuyện nó đúng hay sai nhưng ít nhất là những cái platform mà cấp tiến nhất và tồn tại được là những platforms họ không ngừng thay đổi bản thân mình,0.12195121951219512,0.0,0.12195121951219512,improved,wrong_to_correct,5,0
575,cái đó là cái mình cần phải nhìn thấy,cái đó là cái mình cần phải nhìn thấy,cái đó là cái mình cần phải nhìn thấy,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
576,vậy thì anh đã làm thế nào với những cái người,vậy thì anh đã làm thế nào với những cái người,vậy thì anh đã làm thế nào với những cái người,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
577,mà có cái ý kiến như em nói rằng là nó hơi trái chiều một chút với con đường anh chọn,mà có cái ý kiến như em nói rằng là nó hơi trái chiều một chút với con đường anh chọn,mà có cái ý kiến như em nói rằng là nó hơi trái chiều một chút với con đường anh chọn,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
578,thì,thì,thì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
579,em nghĩ là mọi thứ trong cuộc sống này nó đều bắt đầu từ thứ nhỏ nhất,em nghĩ là mọi thứ trong cuộc sống này nó đều bắt đầu từ thứ nhỏ nhất,em nghĩ là mọi thứ trong cuộc sống này nó đều bắt đầu từ thứ nhỏ nhất,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
580,mình thay đổi được những người bên cạnh mình thì tương lai mình sẽ thay đổ được người bên ngoài,mình thay đổi được những người bên cạnh mình thì tương lai mình sẽ thay đầu được người bên ngoài,mình thay đổi được những người bên cạnh mình thì tương lai mình sẽ thay đổ được người bên ngoài,0.05,0.0,0.05,improved,wrong_to_correct,1,0
581,ừ,ừ,ừ từ đúng,0.0,2.0,-2.0,worsened,correct_to_wrong,0,2
582,làm như thế nào thì anh nghĩ cái đầu tiên là anh phải,làm như thế nào thì em nghĩ cái đầu tiên là anh phải,làm như thế nào thì anh nghĩ cái đầu tiên là anh phải,0.07692307692307693,0.0,0.07692307692307693,improved,wrong_to_correct,1,0
583,acknowledge tức là anh phải,,át mó lít tức là vay,1.0,1.0,0.0,unchanged,wrong_to_wrong,5,5
584,nhìn thấy được cái sự tồn tại của luồng ý kiến đó,nhìn thấy được cái sự tồn tại của lũ ý kiến đó,nhìn thấy được cái sự tồn tại của luồng ý kiến đó,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
585,mà anh phải cái thứ hai nữa là anh chấp nhận sự tồn tại của cái điều đó nữa nó tức là,mà anh phải cái thứ hai là anh chấp nhận sự tồn tại của cái điều đó nữa tức là,mà anh phải cái thứ hai nữa là anh chấp nhận sự tồn tại của cái điều đó nữa nó tốt về,0.09090909090909091,0.09090909090909091,0.0,unchanged,wrong_to_wrong,2,2
586,luôn luôn,luông luông,lâu lâu,1.0,1.0,0.0,unchanged,wrong_to_wrong,2,2
587,những cái,những cái,những cái,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
588,ở giữa dư luận thì sẽ có hai cái luồng ý kiến không bao giờ có câu chuyện là tất cả một chiều mà đôi khi tất cả 1 chiều nó lại còn nguy hiểm nữa,ở giữa dư luận thì sẽ có hai cái lùa nghĩ kiến không bao giờ có câu chuyện là tất cả một chiều mà đôi khi tất cảm một chiêu nó lại còn nguy hiểm nữa,ở giữa dư luận thì sẽ có hai cái luồng ý kiến không bao giờ có câu chuyện là tất cả một chiều mà đôi khi tất cả 1 chiều nó lại còn nguy hiểm nữa,0.1388888888888889,0.0,0.1388888888888889,improved,wrong_to_correct,5,0
589,vì như thế thì cái dư luận trái chiều nó cũng thể hiện cái sự quan tâm,vì như thế thì cái dư luận trái chiều nó cũng thể hiện sự quan tâm,vì như thế thì cái dư luận trái chiều nó cũng thể hiện cái sự quan tâm,0.058823529411764705,0.0,0.058823529411764705,improved,wrong_to_correct,1,0
590,và nó cũng cho mình cái,và nó cũng cho mình cái,và nó cũng cho mình cái,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
591,chất liệu để mình tư duy mình phát triển mình lên còn nếu mà tất cả mọi người được ủng hộ mình,chất liệu để mình tư duy mình phát triển mình lên còn nếu mà tất cả mọi người được ủng hộ mình,chất liệu để mình tư duy mình phát triển mình lên còn nếu mà tất cả mọi người được ủng hộ mình,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
592,thì nhiều khi mình không còn cảm giác mình có động lực để phát triển nữa,thì nhiều khi mình không còn cảm giác mình có động lực để phát triển nữa,thì nhiều khi mình không còn cảm giác mình có động lực để phát triển nữa,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
593,thì khi mà có những dư luận trái chiều như vậy thì anh cũng thấy đó là một điều nên có nha,thì khi mà có những dư luận trái chiều như vậy thì anh cũng thấy đó là một cái điều nên gói nha,thì khi mà có những dư luận trái chiều như vậy thì anh cũng thấy đó là một điều nên có nha,0.09090909090909091,0.0,0.09090909090909091,improved,wrong_to_correct,2,0
594,thứ ba nữa là sau đó anh mới bóc những dư luận trái chiều đó để xem thử xem là,thứ ba nữa là sau đó anh lấy bóc những cái dư luận trái chiều đó để xem để xem là,thứ ba nữa là sau đó anh mới bóc những dư luận trái chiều đó để xem từ xem là,0.15,0.05,0.09999999999999999,improved,wrong_to_wrong,3,1
595,nguyên cớ,nguyên cơ,nguyên cơ,0.5,0.5,0.0,unchanged,wrong_to_wrong,1,1
596,cái nguyên nhân nào tại sao nó dẫn đến những cái góc nhìn này,cái nguyên nhân nào tại sao nó dẫn đến những gốc nhìn này,cái nguyên nhân nào tại sao nó dẫn đến những cái góc nhìn này,0.14285714285714285,0.0,0.14285714285714285,improved,wrong_to_correct,2,0
597,và cái thứ tư nữa thì anh sẽ đo lường để xem là,và cái thứ tư nữa thì anh sẽ đo lường để xem là,và cái thứ tư nữa thì anh sẽ đo lường để xem là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
598,cái góc nhìn này nó có nguy có khả năng để nó phát triển lên không,cái góc nhìn này có khả năng để nó phát triển lên không,cái góc nhìn này nó có nguy có khả năng để nó phát triển lên không,0.1875,0.0,0.1875,improved,wrong_to_correct,3,0
599,ví dụ như,ví dụ như,ví dụ như,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
600,khả năng tạo sự đồng thuận của góc nhìn đó,khả năng tạo sự đồng thuận của góc nhìn đó,khả năng tạo sự đồng thuận của góc nhìn đó,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
601,về tính đa dạng tính,về tính đa dạng,về tính đa dạng tính,0.2,0.0,0.2,improved,wrong_to_correct,1,0
602,ờm tính nhân rộng sau đó anh mới coi thử coi là à ok mình nên đón đầu cái làn sóng này như thế nào,tính nhân rộng sau đó anh mới coi thử coi là à ok mình nên đón đầu cái làn sóng này như thế nào,tính nhân rộng sau đó anh mới coi thử coi là à ok mình nên đón đầu cái làn sóng này như thế nào,0.04,0.04,0.0,unchanged,wrong_to_wrong,1,1
603,mình có nên thay đổi trước khi mà,mình có nên thay đổi trước khi mà,mình có nên thay đổi trước khi mà,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
604,tất cả,tất cả,tất cả,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
605,tức là nếu như mình cảm thấy có một cái xu hướng như vậy mình có thể là người đi đầu được tại sao không,tức là nếu như mà anh cảm nhận có một cái xu hướng như vậy mình có thể là người đi đầu được tại sao không,tức là nếu như mình cảm thấy có một cái xu hướng như vậy mình có thể là người đi đầu được tại saoa,0.12,0.08,0.039999999999999994,improved,wrong_to_wrong,3,2
606,đúng không,đúng không,đúng không đúng,0.0,0.5,-0.5,worsened,correct_to_wrong,0,1
607,nên là,nên là,nên là,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
608,bản thân anh thấy,bản thân anh thấy,bản thân anh thấy,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
609,giống như hồi xưa mình học triết mình hay nói là,giống như hồi xưa mình học chiếc mình hay nói là,giống như hồi xưa mình học mình hay nói là,0.09090909090909091,0.09090909090909091,0.0,unchanged,wrong_to_wrong,1,1
610,mâu thuẫn là cái nguồn gốc của sự phát triển gì đó,mâu thuẫn là cái nguồn gốc của sự phát triển gì đó,mâu thuẫn là cái nguồn gốc của sự phát triển gì đó,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
611,thì trong cái quá trình mình đi làm doanh nghiệp cũng vậy thôi có những cái mình cảm giác họ đe dọa tới mình,thì trong cái quá trình mình đi làm doanh nghiệp cũng vậy thôi có những cái mình cảm giác họ đe dọa tới mình,thì trong cái quá trình mình đi làm doanh nghiệp cũng vậy thôi có những cái mình cảm giác họ đe dọa tới mình,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
612,nhưng đôi khi nếu mình nhìn thấy cái đe dọa đó lường trước và mình đương đầu mà dẫn đầu được thì có thể mình sẽ thành một người tiên phong trong công cuộc chuyển đổi,nhưng đôi khi nếu mình nhìn thấy cái đe dọa đó lường trước và mình đương đầu mình dẫn đầu được thì có thể mình sẽ thành một người tiên phong trong công cuộc chuyển đội,nhưng đôi khi nếu mình nhìn thấy cái đe dọa đó lường trước và mình đương đầu mà dẫn đầu được thì có thể mình sẽ thành một người tiên phong trong công cuộc chuyển đổi,0.05555555555555555,0.0,0.05555555555555555,improved,wrong_to_correct,2,0
613,cái giai đoạn sau của unlearning là relearning,cái giai đoạn sau của unlearning là relearning,cái giai đoạn sau của unlearning là relearning,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
614,là khi mà chúng ta gỡ bỏ những cái không phù hợp nữa,là khi mà chúng ta gỡ bỏ những cái không phù hợp nữa,là khi mà chúng ta gỡ bỏ những cái không phù hợp nữa,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
615,thì chúng ta sẽ tìm,thì chúng ta sẽ tìm,thì chúng ta sẽ tìm chúng ta sẽ tìm,0.0,0.8,-0.8,worsened,correct_to_wrong,0,4
616,và chúng ta sẽ học những cái mới vô,và chúng ta sẽ học những cái mới vô,và chúng ta sẽ học những cái mới vô,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
617,cái mới học,mọi người yêu,em mới học thế mới không,1.0,1.3333333333333333,-0.33333333333333326,worsened,wrong_to_wrong,3,4
618,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
619,để mà nó có tạo thành cái hiệu quả lớn hơn,để mà nó có tạo thành cái hiệu quả lớn hơn,để mà nó có tạo thành cái hiệu quả lớn hơn,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
620,thì,thì,thì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
621,em biết rằng là cái quá trình mà từ unlearning đến relearning với ví dụ mình có một ví dụ cụ thể đi là hoa hậu hoàn vũ microsmoke,em biết rằng là cái quá trình mà từ unlearning đến relearning với ví dụ mình có một ví dự cụ thể đi là hoa hậu hàn vũ microsmoke,em biết rằng là cái quá trình mà từ unlearning đến relearning với ví dụ mình có một ví dụ cụ thể đi là hoa hậu hàn vũ microsmoke,0.06896551724137931,0.034482758620689655,0.034482758620689655,improved,wrong_to_wrong,2,1
622,ừ,ừ,ừ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
